Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
Kohl's,1197834,2020-10-05,South,Louisiana,New Orleans,Men's Street Footwear,71.44,784,56008.96,15532.87,0.2773,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-05,Midwest,Ohio,Columbus,Men's Street Footwear,90.76,128,11617.28,5088.91,0.438,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-05,Northeast,New York,Buffalo,Women's Apparel,28.8,189,5443.2,1733.98,0.3186,Online,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-05,Southeast,Virginia,Richmond,Men's Street Footwear,49.56,820,40639.2,11537.59,0.2839,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-06,Southeast,North Carolina,Raleigh,Women's Apparel,34.53,619,21374.07,4606.78,0.2155,Outlet,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-06,Midwest,Minnesota,Minneapolis,Men's Apparel,38.11,427,16272.97,5527.5,0.3397,Online,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-06,West,California,Los Angeles,Women's Apparel,31.05,341,10588.05,5800.27,0.5478,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-06,Southeast,Florida,Tampa,Men's Street Footwear,84.0,543,45612.0,18069.27,0.3962,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-06,West,California,San Francisco,Women's Street Footwear,70.34,370,26025.8,4869.85,0.1871,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-06,Midwest,Michigan,Detroit,Women's Street Footwear,51.01,832,42440.32,14329.53,0.3376,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-06,West,Washington,Seattle,Men's Athletic Footwear,68.94,201,13856.94,3948.69,0.285,Online,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-06,Midwest,Michigan,Detroit,Women's Apparel,33.27,198,6587.46,1203.2,0.1827,Outlet,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-07,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,99.28,798,79225.44,19441.69,0.2454,Online,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-07,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,57.9,804,46551.6,10900.52,0.2342,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-07,Southeast,North Carolina,Raleigh,Women's Street Footwear,41.47,181,7506.07,1450.97,0.1933,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,54.66,422,23066.52,4189.71,0.1816,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-07,Northeast,New York,Buffalo,Women's Apparel,28.95,68,1968.6,302.01,0.1534,Outlet,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-07,West,Nevada,Las Vegas,Men's Athletic Footwear,101.59,629,63900.11,18146.78,0.284,Online,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-07,Midwest,Illinois,Springfield,Men's Apparel,33.33,544,18131.52,5690.86,0.3139,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-07,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,47.92,534,25589.28,10229.12,0.3997,In-store,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-07,Midwest,Ohio,Cleveland,Men's Street Footwear,79.77,776,61901.52,20983.77,0.339,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-07,Southeast,Georgia,Savannah,Men's Athletic Footwear,57.32,711,40754.52,10616.14,0.2605,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-07,Northeast,New Jersey,Jersey City,Women's Apparel,35.43,158,5597.94,2330.22,0.4163,In-store,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-07,West,Washington,Seattle,Men's Athletic Footwear,66.44,77,5115.88,970.87,0.1898,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-08,West,Colorado,Colorado Springs,Men's Athletic Footwear,82.83,462,38267.46,16404.14,0.4287,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-08,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,87.55,803,70302.65,35900.76,0.5107,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-08,Midwest,Illinois,Chicago,Women's Street Footwear,58.1,392,22775.2,6280.34,0.2758,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-08,South,Tennessee,Nashville,Women's Athletic Footwear,86.67,544,47148.48,13127.95,0.2784,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-08,Midwest,Ohio,Cleveland,Women's Street Footwear,83.5,178,14863.0,7060.1,0.475,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-08,Southeast,Georgia,Atlanta,Men's Street Footwear,90.95,677,61573.15,24449.85,0.3971,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-08,Midwest,Minnesota,Minneapolis,Men's Apparel,41.72,807,33668.04,17497.36,0.5197,In-store,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-08,West,Washington,Seattle,Men's Athletic Footwear,54.79,279,15286.41,3941.1,0.2578,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-08,South,Texas,Dallas,Women's Street Footwear,41.75,800,33400.0,3907.66,0.117,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-08,South,Oklahoma,Oklahoma City,Women's Apparel,33.68,560,18860.8,6829.37,0.3621,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-08,Southeast,Florida,Orlando,Men's Street Footwear,58.82,120,7058.4,3240.32,0.4591,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-09,Southeast,Georgia,Atlanta,Women's Street Footwear,35.12,365,12818.8,2801.62,0.2186,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-09,Southeast,Georgia,Atlanta,Women's Apparel,28.73,588,16893.24,4415.06,0.2614,Online,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-09,South,Louisiana,New Orleans,Women's Athletic Footwear,58.72,43,2524.96,686.45,0.2719,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-09,Midwest,Ohio,Cleveland,Men's Athletic Footwear,89.72,336,30145.92,12565.9,0.4168,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-09,West,Washington,Seattle,Women's Athletic Footwear,82.28,330,27152.4,6250.8,0.2302,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-09,West,Washington,Spokane,Men's Athletic Footwear,65.21,209,13628.89,5286.02,0.3879,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-09,Northeast,Pennsylvania,Philadelphia,Women's Apparel,25.52,246,6277.92,1124.65,0.1791,Outlet,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-09,Northeast,New York,Buffalo,Men's Apparel,56.4,119,6711.6,2995.85,0.4464,Online,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-09,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,42.05,329,13834.45,3424.48,0.2475,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-10,Midwest,Minnesota,Minneapolis,Men's Apparel,35.83,149,5338.67,2210.49,0.4141,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-10,South,Louisiana,New Orleans,Men's Apparel,37.96,818,31051.28,14804.94,0.4768,In-store,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-10,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,79.32,570,45212.4,13133.85,0.2905,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-10,Southeast,North Carolina,Raleigh,Men's Street Footwear,94.88,686,65087.68,18330.47,0.2816,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-10,South,Tennessee,Memphis,Men's Apparel,39.47,36,1420.92,612.04,0.4307,In-store,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-10,Midwest,Ohio,Cleveland,Women's Street Footwear,54.0,591,31914.0,11910.9,0.3732,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-10,Northeast,New York,Buffalo,Women's Athletic Footwear,90.27,834,75285.18,27764.84,0.3688,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-10,Northeast,New York,Albany,Men's Athletic Footwear,92.56,648,59978.88,11676.69,0.1947,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-11,Southeast,Florida,Tampa,Men's Street Footwear,50.76,408,20710.08,7602.95,0.3671,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,65.43,626,40959.18,15695.4,0.3832,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-11,West,Colorado,Denver,Men's Athletic Footwear,64.57,558,36030.06,16179.55,0.4491,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-11,West,Colorado,Denver,Men's Athletic Footwear,96.88,570,55221.6,19920.19,0.3607,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-11,Southeast,North Carolina,Charlotte,Women's Apparel,32.8,804,26371.2,11872.14,0.4502,In-store,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-11,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,48.21,731,35241.51,5903.22,0.1675,Outlet,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-11,Midwest,Illinois,Springfield,Men's Street Footwear,63.07,288,18164.16,7358.44,0.4051,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-11,South,Tennessee,Nashville,Women's Apparel,41.53,546,22675.38,8293.62,0.3658,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-11,West,Washington,Seattle,Women's Apparel,37.07,219,8118.33,1568.08,0.1932,Outlet,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-11,South,Oklahoma,Tulsa,Men's Street Footwear,75.0,816,61200.0,27100.62,0.4428,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-11,Midwest,Illinois,Springfield,Men's Athletic Footwear,68.23,357,24358.11,10789.02,0.4429,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-11,South,Texas,Austin,Men's Apparel,42.31,717,30336.27,11601.99,0.3824,Online,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-11,Southeast,Florida,Miami,Women's Athletic Footwear,58.8,612,35985.6,6101.4,0.1696,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-11,South,Oklahoma,Tulsa,Women's Athletic Footwear,90.93,227,20641.11,7669.58,0.3716,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-12,West,Nevada,Reno,Women's Street Footwear,77.71,623,48413.33,20080.18,0.4148,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-12,West,California,San Francisco,Women's Street Footwear,77.88,189,14719.32,6129.67,0.4164,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-12,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,79.06,832,65777.92,13281.22,0.2019,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-12,West,Nevada,Las Vegas,Men's Street Footwear,76.26,81,6177.06,2434.74,0.3942,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-12,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,115.55,224,25883.2,12972.93,0.5012,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-12,Midwest,Ohio,Columbus,Men's Street Footwear,89.77,223,20018.71,8566.09,0.4279,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-12,West,Washington,Seattle,Men's Street Footwear,100.39,690,69269.1,30336.13,0.4379,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-12,West,Nevada,Las Vegas,Men's Apparel,39.5,616,24332.0,11339.84,0.466,In-store,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-12,Northeast,New Jersey,Newark,Men's Street Footwear,74.86,16,1197.76,327.88,0.2737,Online,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-12,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,56.99,538,30660.62,3717.51,0.1212,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-12,West,Nevada,Las Vegas,Men's Street Footwear,72.5,838,60755.0,24392.71,0.4015,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-12,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,91.81,560,51413.6,8438.38,0.1641,Online,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-12,Northeast,Massachusetts,Boston,Men's Apparel,37.36,20,747.2,316.89,0.4241,In-store,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-13,Midwest,Minnesota,Saint Paul,Men's Street Footwear,63.14,420,26518.8,12682.76,0.4783,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-13,Northeast,New York,New York,Women's Athletic Footwear,55.66,80,4452.8,1985.59,0.4459,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-13,Southeast,Florida,Tampa,Men's Apparel,30.63,279,8545.77,1663.16,0.1946,Outlet,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,49.99,84,4199.16,1232.49,0.2935,Outlet,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-13,Southeast,Georgia,Atlanta,Men's Apparel,29.11,562,16359.82,6801.26,0.4157,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-13,West,California,San Francisco,Men's Apparel,31.8,511,16249.8,6132.58,0.3774,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-13,Northeast,New York,New York,Men's Apparel,28.35,759,21517.65,6645.68,0.3088,Online,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-13,Northeast,Massachusetts,Worcester,Women's Apparel,18.18,831,15107.58,3466.14,0.2294,Outlet,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-13,Northeast,New York,Buffalo,Women's Athletic Footwear,75.63,151,11420.13,4625.83,0.4051,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-13,South,Louisiana,New Orleans,Men's Street Footwear,62.33,48,2991.84,736.34,0.2461,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-13,South,Texas,Houston,Men's Athletic Footwear,92.59,545,50461.55,20954.41,0.4153,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-13,Midwest,Minnesota,Minneapolis,Women's Street Footwear,52.88,167,8830.96,3593.52,0.4069,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-13,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,81.67,233,19029.11,7566.98,0.3977,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-13,Northeast,New York,Albany,Men's Street Footwear,78.92,452,35671.84,13815.31,0.3873,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-14,Northeast,New York,Albany,Women's Athletic Footwear,72.06,329,23707.74,8657.53,0.3652,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-14,Midwest,Ohio,Columbus,Men's Street Footwear,54.43,365,19866.95,7114.61,0.3581,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-14,South,Oklahoma,Tulsa,Men's Athletic Footwear,61.92,518,32074.56,9534.48,0.2973,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-14,Midwest,Michigan,Detroit,Men's Street Footwear,51.78,491,25423.98,9422.4,0.3706,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-14,West,Colorado,Colorado Springs,Women's Athletic Footwear,95.39,591,56375.49,16067.87,0.285,Online,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-14,Northeast,Massachusetts,Worcester,Women's Street Footwear,74.95,629,47143.55,15895.89,0.3372,Online,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-14,Southeast,Georgia,Savannah,Women's Athletic Footwear,77.15,94,7252.1,822.87,0.1135,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-14,South,Tennessee,Nashville,Women's Apparel,24.87,281,6988.47,2237.34,0.3201,In-store,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-14,Southeast,North Carolina,Raleigh,Women's Street Footwear,48.93,252,12330.36,2919.75,0.2368,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-14,Northeast,New York,Albany,Women's Street Footwear,59.39,651,38662.89,12288.66,0.3178,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-14,Midwest,Ohio,Columbus,Men's Athletic Footwear,100.67,284,28590.28,8513.81,0.2978,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-14,West,Washington,Seattle,Men's Apparel,65.3,330,21549.0,8469.53,0.393,In-store,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-14,Northeast,Pennsylvania,Philadelphia,Men's Apparel,40.78,829,33806.62,6650.18,0.1967,Outlet,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-14,South,Texas,Houston,Men's Apparel,47.75,32,1528.0,536.22,0.3509,Online,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-14,Midwest,Michigan,Grand Rapids,Men's Street Footwear,66.44,366,24317.04,10617.1,0.4366,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-15,Southeast,Georgia,Atlanta,Men's Athletic Footwear,80.84,553,44704.52,20397.79,0.4563,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-15,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,85.42,83,7089.86,1563.1,0.2205,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-15,South,Oklahoma,Oklahoma City,Men's Apparel,39.3,578,22715.4,6894.51,0.3035,Online,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-15,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,64.83,367,23792.61,4585.58,0.1927,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-15,Southeast,Virginia,Virginia Beach,Women's Apparel,34.51,40,1380.4,586.57,0.4249,Online,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-15,South,Oklahoma,Tulsa,Men's Street Footwear,36.52,321,11722.92,2361.16,0.2014,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-15,South,Louisiana,New Orleans,Men's Athletic Footwear,89.11,776,69149.36,25725.13,0.372,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-15,Midwest,Ohio,Columbus,Men's Apparel,27.48,472,12970.56,3706.94,0.2858,Outlet,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-15,West,California,Los Angeles,Men's Apparel,39.95,339,13543.05,3020.32,0.223,Outlet,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-15,Southeast,Florida,Orlando,Men's Athletic Footwear,88.37,271,23948.27,3705.97,0.1547,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-15,West,Nevada,Las Vegas,Men's Athletic Footwear,50.79,611,31032.69,6425.15,0.207,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-15,South,Tennessee,Nashville,Men's Athletic Footwear,83.55,496,41440.8,19593.54,0.4728,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-15,Southeast,Georgia,Savannah,Men's Street Footwear,67.46,222,14976.12,5579.78,0.3726,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-15,South,Texas,Houston,Women's Street Footwear,90.93,620,56376.6,21678.55,0.3845,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-15,West,California,San Francisco,Men's Athletic Footwear,52.95,257,13608.15,5231.53,0.3844,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,90.94,193,17551.42,8084.05,0.4606,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-16,West,California,San Francisco,Men's Athletic Footwear,40.05,769,30798.45,5380.63,0.1747,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-16,West,California,San Diego,Women's Apparel,24.11,44,1060.84,293.27,0.2765,Online,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-16,Northeast,Massachusetts,Worcester,Women's Apparel,41.88,124,5193.12,1933.12,0.3722,Outlet,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-16,Southeast,Georgia,Atlanta,Men's Apparel,30.13,191,5754.83,528.32,0.0918,Outlet,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-16,West,Washington,Spokane,Men's Athletic Footwear,52.55,46,2417.3,599.41,0.248,Online,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-16,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,52.54,458,24063.32,8958.38,0.3723,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-16,Southeast,North Carolina,Charlotte,Men's Apparel,46.4,688,31923.2,5829.91,0.1826,Outlet,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,92.8,787,73033.6,32648.28,0.447,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,76.22,841,64101.02,22251.35,0.3471,In-store,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-16,West,Washington,Seattle,Women's Apparel,54.89,381,20913.09,8979.17,0.4294,In-store,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-17,South,Texas,Dallas,Women's Athletic Footwear,83.5,404,33734.0,11762.9,0.3487,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-17,West,Washington,Seattle,Women's Apparel,27.96,200,5592.0,1872.4,0.3348,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-17,Southeast,Georgia,Atlanta,Women's Apparel,38.64,412,15919.68,7036.66,0.442,In-store,Apparel,False,2020,2020-10
